Date,Open,High,Low,Close,AdjClose,Volume
2010-01-04,32.0,33.349998,32.0,33.349998,27.388828000000004,1115411
2010-01-05,33.224998,33.869999,33.049999,33.764998999999996,27.729649,2231636
2010-01-06,33.669998,34.465,33.599998,34.435001,28.279888,3497666
2010-01-07,34.200001,34.435001,33.605,34.075001,27.984240999999997,2535546
2010-01-08,34.099998,34.450001,33.700001,34.220001,28.103321,1310799
2010-01-11,34.369999,34.459998999999996,34.02,34.150002,28.045832,929600
2010-01-12,34.400002,34.5,33.575001,33.849998,27.799453999999997,1238299
2010-01-13,33.73,34.450001,33.700001,34.259997999999996,28.136165999999996,866634
2010-01-14,34.560001,35.599998,34.23,35.139998999999996,28.858873,2068709
2010-01-15,34.91,35.084998999999996,33.575001,33.884997999999996,27.828196000000002,1910902
2010-01-18,33.98,34.18,33.665001000000004,33.785,27.746071,594917
2010-01-19,33.799999,34.584998999999996,33.535,34.560001,28.382545,1323222
2010-01-20,34.695,35.5,34.310001,34.740002000000004,28.530371000000002,2137187
2010-01-21,34.834998999999996,35.009997999999996,34.134997999999996,34.23,28.111532,1201509
2010-01-22,34.005001,34.205002,33.509997999999996,33.849998,27.799453999999997,1057667
2010-01-25,33.505001,33.665001000000004,33.02,33.029999,27.126023999999997,1143550
2010-01-26,32.900002,33.360001000000004,32.810001,33.299999,27.347765000000003,988136
2010-01-27,33.02,33.145,32.610001000000004,32.744999,26.891968,947085
2010-01-28,33.290001000000004,33.369999,31.715,31.715,26.046078,1639696
2010-01-29,32.0,32.5,31.5,32.264998999999996,26.497765,1435238
2010-02-01,32.134997999999996,32.794998,31.785,32.735001000000004,26.883754999999997,923822
2010-02-02,32.744999,33.105,32.400002,32.805,26.941244,1039498
2010-02-03,33.0,33.209998999999996,32.619999,33.0,27.101389,871520
2010-02-04,33.064999,33.224998,32.099998,32.145,26.399216,1050168
2010-02-05,32.0,32.369999,31.49,31.57,25.926992000000002,1503732
2010-02-08,31.725,31.799999,30.780001000000002,31.219998999999998,25.639553,1108452
2010-02-09,31.07,31.43,30.870001000000002,31.280001000000002,25.688831,1031417
2010-02-10,31.370001000000002,31.389999,30.620001000000002,30.825001,25.315161,1941681
