Date,Open,High,Low,Close,AdjClose,Volume
2010-01-04,32.0,33.740002000000004,31.709999,33.564999,30.042978,602028
2010-01-05,33.355,34.34,33.099998,34.25,30.656107000000002,599068
2010-01-06,34.494999,34.849998,34.099998,34.849998,31.193141999999998,368954
2010-01-07,34.580002,34.700001,33.634997999999996,34.580002,30.951472999999996,751088
2010-01-08,34.630001,34.689999,33.849998,34.044998,30.472609000000002,230097
2010-01-11,34.5,34.584998999999996,34.25,34.465,30.848537,139240
2010-01-12,34.5,34.715,34.060001,34.689999,31.049925,242181
2010-01-13,34.400002,35.0,34.189999,35.0,31.327402000000003,314494
2010-01-14,35.125,35.599998,35.095001,35.41,31.69438,468033
2010-01-15,35.849998,36.485001000000004,35.630001,36.105,32.316452000000005,644496
2010-01-18,36.084998999999996,36.540001000000004,36.040001000000004,36.169998,32.374629999999996,179310
2010-01-19,35.965,36.060001,34.935001,36.035,32.253799,306382
2010-01-20,35.810001,36.525002,35.705002,36.154999,32.361198,333431
2010-01-21,36.314999,36.630001,36.154999,36.154999,32.361198,328478
2010-01-22,35.855,35.880001,34.419998,34.849998,31.193141999999998,303662
2010-01-25,34.514998999999996,35.305,34.255001,35.0,31.327402000000003,386770
2010-01-26,34.900002,35.5,34.549999,35.185001,31.492991999999997,176110
2010-01-27,34.895,34.985001000000004,34.240002000000004,34.529999,30.906721,162325
2010-01-28,34.900002,34.900002,33.57,33.735001000000004,30.195134999999997,298603
2010-01-29,34.0,34.115002000000004,33.119999,33.744999,30.204088,352173
2010-02-01,33.674999,34.285,33.465,34.18,30.593443,185301
2010-02-02,34.314999,34.700001,34.040001000000004,34.514998999999996,30.893290999999998,350244
2010-02-03,34.740002000000004,34.880001,34.275002,34.43,30.817215,161319
2010-02-04,34.375,34.610001000000004,33.355,33.5,29.984797999999998,219119
2010-02-05,33.415001000000004,33.595001,32.049999,32.110001000000004,28.740654,331787
2010-02-08,32.375,32.785,31.245001000000002,32.235001000000004,28.852539,235780
2010-02-09,32.235001000000004,32.490002000000004,31.690001000000002,32.205002,28.825685999999997,224527
2010-02-10,32.255001,32.625,31.780001000000002,31.91,28.561642,276218
2010-02-11,31.995001000000002,32.299999,31.32,31.75,28.418429999999997,159223
2010-02-12,32.044998,32.044998,31.084999,31.299999,28.015648,206468
2010-02-15,31.315001000000002,31.59,30.84,31.094998999999998,27.832157000000002,122532
2010-02-16,31.225,33.02,31.225,32.595001,29.174763000000002,313091
2010-02-17,33.5,35.799999,32.799999,34.68,31.040978999999997,685813
2010-02-18,34.884997999999996,34.950001,33.615002000000004,34.439999,30.826159999999998,282419
2010-02-19,33.889998999999996,34.110001000000004,33.330002,33.514998999999996,29.998224,304901
2010-02-22,33.650002,34.75,33.599998,34.375,30.767985999999997,315735
2010-02-23,34.455002,34.689999,34.009997999999996,34.049999,30.477089000000003,173636
2010-02-24,34.215,34.380001,33.755001,34.02,30.450232,212002
2010-02-25,33.950001,34.165001000000004,33.25,33.419998,29.913189000000003,218201
2010-02-26,33.825001,34.349998,33.470001,34.224998,30.633722,233201
2010-03-01,34.605,34.724998,34.365002000000004,34.57,30.942524,164453
2010-03-02,34.775002,35.400002,34.66,35.279999,31.578021999999997,252187
2010-03-03,35.290001000000004,35.314999,34.630001,34.974998,31.305027000000003,207733
2010-03-04,34.689999,35.345001,34.610001000000004,34.799999,31.148388,261060
2010-03-05,34.790001000000004,35.259997999999996,34.779999,35.064999,31.385579999999997,234619
2010-03-08,35.119999,35.535,34.830002,35.365002000000004,31.654103999999997,163800
2010-03-09,35.470001,35.599998,34.82,35.285,31.582499,120472
2010-03-10,35.5,36.924999,35.400002,36.889998999999996,33.019077,529475
2010-03-11,36.810001,37.290001000000004,36.424999,37.064999,33.175724,328968
2010-03-12,37.025002,37.255001,36.740002000000004,36.919998,33.045933000000005,227499
2010-03-15,37.145,37.145,36.395,36.555,32.719231,234598
2010-03-16,36.755001,37.68,36.755001,37.505001,33.569546,401571
2010-03-17,36.904999,37.0,35.470001,36.700001,32.849022,1080067
2010-03-18,36.5,37.040001000000004,36.130001,36.720001,32.86692,294395
2010-03-19,36.790001000000004,37.75,36.759997999999996,37.275002,33.363682,508030
2010-03-22,37.330002,37.560001,36.630001,37.560001,33.618782,203576
2010-03-23,37.689999,38.099998,37.5,38.09,34.093163,310897
2010-03-24,38.134997999999996,38.43,37.75,38.119999,34.120018,267177
2010-03-25,38.055,38.290001000000004,37.605,37.994999,34.008125,227778
2010-03-26,37.785,37.794998,36.52,36.919998,33.045933000000005,404434
2010-03-29,37.125,37.705002,37.049999,37.294998,33.38158,221704
2010-03-30,37.59,37.59,37.075001,37.154999,33.256275,213220
2010-03-31,37.154999,37.52,36.615002000000004,37.18,33.278645000000004,326273
2010-04-01,37.59,38.400002,37.305,38.400002,34.370632,318355
2010-04-06,38.494999,38.5,37.939999,38.290001000000004,34.272179,233027
2010-04-07,38.299999,38.330002,38.0,38.105,34.106586,159659
2010-04-08,37.75,38.150002,37.465,37.619999,33.672474,202201
2010-04-09,37.900002,38.119999,37.669998,37.950001,33.967857,157652
2010-04-12,38.244999,38.244999,37.759997999999996,38.014998999999996,34.026035,137587
2010-04-13,37.919998,38.150002,37.700001,37.77,33.806744,176523
2010-04-14,37.82,39.860001000000004,37.82,39.415001000000004,35.279133,687212
2010-04-15,39.889998999999996,40.32,39.610001000000004,40.279999,36.053364,408912
2010-04-16,40.009997999999996,40.375,39.384997999999996,39.384997999999996,35.252277,351746
2010-04-19,38.845001,39.485001000000004,38.790001000000004,39.185001,35.073265,228381
2010-04-20,39.459998999999996,40.084998999999996,39.185001,39.775002,35.601357,286367
2010-04-21,39.994999,40.540001000000004,39.709998999999996,40.174999,35.959385,312011
2010-04-22,40.150002,40.715,38.970001,39.195,35.082214,253926
2010-04-23,39.154999,39.709998999999996,38.459998999999996,39.34,35.211994,312704
2010-04-26,39.560001,40.349998,39.290001000000004,39.485001000000004,35.341782,223571
2010-04-27,39.599998,39.66,38.255001,38.255001,34.240852000000004,280861
2010-04-28,37.919998,38.07,37.02,37.02,33.135445000000004,384402
2010-04-29,36.91,37.575001,36.605,37.445,33.515842,354393
2010-04-30,37.465,38.445,37.369999,38.334998999999996,34.312453999999995,449212
