Date,Open,High,Low,Close,AdjClose,Volume
2010-01-04,38.334998999999996,39.099998,38.334998999999996,39.099998,30.077108000000003,1373226.0
2010-01-05,38.985001000000004,39.169998,38.619999,38.915001000000004,29.934803000000002,1318746.0
2010-01-06,38.740002000000004,39.084998999999996,38.514998999999996,38.75,29.807878000000002,1591851.0
2010-01-07,38.715,38.715,38.060001,38.639998999999996,29.723265,1708724.0
2010-01-08,38.939999,39.290001000000004,38.630001,38.900002,29.923265,1571982.0
2010-01-11,39.099998,39.445,38.459998999999996,38.540001000000004,29.646340999999996,1832104.0
2010-01-12,38.5,38.720001,37.369999,37.525002,28.865565999999998,2455791.0
2010-01-13,36.994999,37.700001,36.845001,37.099998,28.538641,2262608.0
2010-01-14,37.514998999999996,37.599998,36.965,37.25,28.654026,1603494.0
2010-01-15,37.264998999999996,37.48,36.07,36.294998,27.919404999999998,3037159.0
2010-01-18,36.349998,37.259997999999996,36.299999,37.200001,28.615565999999998,1673470.0
2010-01-19,36.985001000000004,37.384997999999996,36.380001,37.314999,28.704023,1464872.0
2010-01-20,37.215,37.994999,36.654999,36.869999,28.361713,2895931.0
2010-01-21,37.299999,37.459998999999996,35.650002,35.669998,27.438629,3145788.0
2010-01-22,35.400002,36.029999,35.32,35.564999,27.357864000000003,2997511.0
2010-01-25,35.349998,35.860001000000004,34.764998999999996,34.764998999999996,26.742471999999996,2511756.0
2010-01-26,34.419998,35.029999,34.0,35.029999,26.946323,3065140.0
2010-01-27,34.724998,34.735001000000004,33.755001,34.025002,26.173243,2648233.0
2010-01-28,35.099998,35.145,33.375,33.375,25.673235000000002,2511274.0
2010-01-29,33.849998,35.125,33.584998999999996,34.849998,26.807859000000004,3865043.0
2010-02-01,34.5,34.68,34.165001000000004,34.264998999999996,26.357859,2413581.0
2010-02-02,34.275002,35.244999,33.709998999999996,35.139998999999996,27.030943,2858216.0
2010-02-03,35.115002000000004,35.645,34.900002,35.264998999999996,27.127089,2128484.0
2010-02-04,34.849998,35.325001,33.75,33.775002,25.980932,3105451.0
2010-02-05,33.5,33.599998,31.844998999999998,32.025002,24.634769,7191651.0
2010-02-08,32.5,33.285,31.805,32.215,24.780926,4561422.0
2010-02-09,32.400002,33.299999,32.009997999999996,32.985001000000004,25.373236,3417072.0
2010-02-10,33.66,34.125,33.060001,33.185001,25.527082,4028199.0
2010-02-11,33.279999,33.599998,31.879998999999998,32.529999,25.023232,3225824.0
2010-02-12,32.455002,32.830002,31.1,31.360001,24.12323,3856941.0
2010-02-15,31.6,31.955,31.15,31.360001,24.12323,1494368.0
2010-02-16,31.700001,32.43,31.455,32.384997999999996,24.911694,2911000.0
2010-02-17,32.970001,33.650002,32.814999,33.439999,25.723238000000002,3713495.0
2010-02-18,33.84,34.25,33.380001,34.029999,26.177086,2751583.0
2010-02-19,33.650002,34.025002,33.365002000000004,33.919998,26.092472,2558131.0
2010-02-22,34.25,34.27,33.424999,33.5,25.769394000000002,1555015.0
2010-02-23,33.855,34.23,33.244999,33.355,25.65785,2761836.0
2010-02-24,33.305,33.490002000000004,32.544998,33.105,25.465544,2641899.0
2010-02-25,32.900002,33.0,31.785,32.0,24.615538,2920299.0
2010-02-26,33.919998,34.57,33.5,34.52,26.554014000000002,7278294.0
2010-03-01,34.744999,35.349998,34.514998999999996,35.075001,26.980942,2602210.0
2010-03-02,35.014998999999996,35.59,34.75,35.509997999999996,27.315557000000002,2391737.0
2010-03-03,35.205002,36.400002,35.205002,36.150002,27.807865000000003,2634679.0
2010-03-04,35.674999,36.25,35.650002,35.955002,27.657867,1871976.0
2010-03-05,36.27,36.560001,35.849998,36.474998,28.057871000000002,1927157.0
2010-03-08,36.66,36.755001,36.299999,36.299999,27.923252,1912760.0
2010-03-09,36.220001,36.5,35.755001,36.185001,27.834795,2142098.0
2010-03-10,35.799999,36.125,35.540001000000004,36.080002,27.754021,1903669.0
2010-03-11,35.959998999999996,36.169998,35.779999,35.955002,27.657867,1572798.0
2010-03-12,36.07,36.544998,35.814999,35.990002000000004,27.684790000000003,1683611.0
2010-03-15,36.049999,36.049999,35.255001,35.375,27.211706,1639667.0
2010-03-16,35.415001000000004,36.0,35.375,35.790001000000004,27.530939,1288099.0
2010-03-17,35.994999,36.849998,35.865002000000004,36.724998,28.250177,3249388.0
2010-03-18,36.650002,37.185001,36.360001000000004,36.540001000000004,28.107868,2060870.0
2010-03-19,36.695,36.884997999999996,35.73,35.955002,27.657867,3083005.0
2010-03-22,35.779999,35.950001,35.16,35.790001000000004,27.530939,1818943.0
2010-03-23,35.759997999999996,36.52,35.759997999999996,36.365002000000004,27.973251,1788885.0
2010-03-24,36.259997999999996,36.389998999999996,35.115002000000004,35.514998999999996,27.319399,2760313.0
2010-03-25,35.424999,35.865002000000004,34.849998,35.73,27.484789000000003,2718639.0
2010-03-26,35.700001,35.985001000000004,35.599998,35.740002000000004,27.492485,1491301.0
2010-03-29,35.970001,36.115002000000004,35.625,35.93,27.638635999999998,1894886.0
2010-03-30,36.349998,36.525002,35.785,35.849998,27.577097,1988436.0
2010-03-31,35.75,36.09,35.375,35.599998,27.384783000000002,1848341.0
2010-04-01,35.700001,36.294998,35.700001,36.130001,27.792486,1754294.0
2010-04-06,36.290001000000004,36.580002,36.099998,36.25,27.884790000000002,1861695.0
2010-04-07,36.720001,37.334998999999996,36.549999,36.825001,28.327099,3235679.0
2010-04-08,36.645,36.834998999999996,35.889998999999996,36.555,28.119408,2419775.0
2010-04-09,36.764998999999996,37.535,36.764998999999996,37.535,28.87326,2488298.0
2010-04-12,37.715,37.889998999999996,37.060001,37.205002,28.61941,1489622.0
2010-04-13,37.075001,37.310001,36.794998,36.959998999999996,28.430947999999997,1611252.0
2010-04-14,37.330002,37.779999,37.005001,37.415001000000004,28.780953999999998,1891395.0
2010-04-15,37.650002,37.82,37.075001,37.540001000000004,28.87711,1398807.0
2010-04-16,37.290001000000004,38.080002,36.889998999999996,37.084998999999996,28.5271,3212664.0
2010-04-19,36.82,37.189999,36.465,36.860001000000004,28.354027000000002,1787058.0
2010-04-20,37.110001000000004,37.779999,36.900002,37.715,29.011719,2113611.0
2010-04-21,37.900002,37.950001,37.244999,37.244999,28.650178999999998,1955979.0
2010-04-22,37.110001000000004,37.52,36.5,36.880001,28.369408,2568094.0
2010-04-23,37.669998,39.485001000000004,37.145,39.334998999999996,30.257877,5890019.0
2010-04-26,39.709998999999996,40.279999,39.380001,39.674999,30.519424,3402502.0
2010-04-27,39.91,39.91,37.775002,37.775002,29.057877,3285906.0
2010-04-28,37.52,37.695,36.25,36.59,28.14633,4517220.0
2010-04-29,36.52,38.035,36.209998999999996,37.919998,29.169413,3623390.0
2010-04-30,38.134997999999996,38.150002,37.084998999999996,37.415001000000004,28.780953999999998,2291060.0
2010-05-03,37.200001,37.529999,36.549999,37.264998999999996,28.665564,1290750.0
2010-05-04,37.490002000000004,37.549999,35.23,35.450001,27.269398,4597448.0
2010-05-05,35.404999,35.535,33.82,34.0,26.154010999999997,5175766.0
2010-05-06,33.799999,35.009997999999996,33.360001000000004,33.59,25.838623000000002,4466708.0
2010-05-07,32.599998,33.345001,30.940001000000002,33.345001,25.650161999999998,7860279.0
2010-05-10,34.75,35.185001,33.599998,35.185001,27.065554,7569395.0
2010-05-11,34.705002,35.514998999999996,34.290001000000004,35.48,27.292478999999997,4317112.0
2010-05-12,35.165001000000004,36.279999,34.759997999999996,35.904999,27.619402,3272328.0
2010-05-13,36.18,36.189999,35.084998999999996,35.369999,27.207860999999998,1790159.0
2010-05-14,35.16,35.415001000000004,33.5,33.650002,25.884775,4320183.0
2010-05-17,33.360001000000004,33.834998999999996,32.645,32.994999,25.380928,3274782.0
2010-05-18,33.709998999999996,34.404999,33.215,33.939999,26.107853,3473625.0
2010-05-19,33.200001,33.490002000000004,32.165001000000004,32.330002,24.869389,4554932.0
2010-05-20,32.365002000000004,32.855,30.610001,31.52,24.246305,5412886.0
2010-05-21,31.27,31.540001,30.004998999999998,31.065001000000002,23.896301,6056760.0
2010-05-24,31.76,31.889999,30.805,31.375,24.134766,3389409.0
