Date,Open,High,Low,Close,Adj Close,Volume
2010-03-23,101.507004,103.748001,98.389000,103.069000,79.754623,697216
2010-03-24,102.417999,102.417999,99.165001,101.766998,78.747131,227379
2010-03-25,104.110001,104.110001,96.302002,102.028000,78.949097,382083
2010-03-26,100.986000,103.921997,100.082001,103.459000,80.056396,62081
2010-03-29,101.637001,103.066002,99.706001,101.376999,78.445351,245186
2010-03-30,101.116997,101.897003,99.976997,101.897003,78.847740,293840
2010-03-31,104.110001,106.192001,100.856003,102.547997,79.351463,548108
2010-04-01,101.116997,103.082001,100.986000,102.547997,79.351463,264671
2010-04-06,101.116997,106.452003,101.116997,104.760002,81.063118,293187
2010-04-07,104.890999,112.307999,103.380997,105.931999,81.970009,223628
2010-04-08,106.321999,109.315002,105.462997,109.315002,84.587769,255826
2010-04-09,109.315002,110.356003,107.884003,110.356003,85.393288,202194
2010-04-12,110.356003,111.397003,109.055000,110.356003,85.393288,447489
2010-04-13,109.835999,113.480003,109.574997,112.829002,87.306900,260035
2010-04-14,110.356003,114.260002,110.356003,114.260002,88.414200,542754
2010-04-15,114.260002,118.690002,112.623001,117.384003,90.831543,1093402
2010-04-16,117.123001,119.206001,113.886002,117.643997,91.032730,1273016
2010-04-19,113.480003,116.922997,113.480003,115.821999,89.622879,513452
2010-04-20,115.041000,120.611000,113.739998,118.425003,91.637077,264225
2010-04-21,116.473000,122.675003,116.473000,122.459000,94.758575,147118
2010-04-22,120.766998,124.416000,119.725998,120.766998,93.449303,261132
2010-04-23,121.678001,122.605003,118.165001,119.725998,92.643768,100851
2010-04-26,120.376999,123.396004,117.384003,123.110001,95.262329,162972
2010-04-27,121.028000,123.890999,118.555000,122.329002,94.657982,266313
2010-04-28,121.157997,122.198997,115.821999,117.903999,91.233925,146707
2010-04-29,113.480003,117.833000,113.480003,116.733002,90.327805,481190
2010-04-30,117.514000,117.612999,114.521004,114.521004,88.616158,150643
2010-05-04,102.547997,102.547997,102.547997,102.547997,79.351463,110138
2010-05-05,117.123001,117.123001,110.876999,112.439003,87.005119,76149
2010-05-06,114.260002,115.692001,112.959000,114.000000,88.213013,41723
2010-05-07,114.521004,114.521004,110.876999,112.698997,87.206291,210724
2010-05-10,110.876999,117.384003,110.876999,115.561996,89.421669,137753
2010-05-11,114.390999,115.692001,112.959000,115.692001,89.522270,56923
2010-05-12,113.480003,119.303001,113.088997,118.165001,91.435890,147087
2010-05-13,117.123001,120.766998,117.123001,119.725998,92.643768,47606
2010-05-14,114.521004,123.629997,114.521004,121.547997,94.053635,157945
2010-05-17,120.766998,122.329002,119.725998,121.678001,94.154243,162000
2010-05-18,120.116997,124.015999,119.725998,120.766998,93.449303,128985
2010-05-19,119.725998,121.628998,119.593002,119.725998,92.643768,52064
2010-05-20,122.459000,122.459000,116.545998,120.247002,93.046936,346041
2010-05-21,117.514000,120.376999,117.514000,118.684998,91.838249,290344
2010-05-24,119.206001,123.110001,119.206001,122.588997,94.859161,109264
2010-05-25,119.596001,120.247002,117.253998,118.555000,91.737663,222467
2010-05-26,120.247002,122.719002,119.002998,120.766998,93.449303,143808
2010-05-27,119.335999,120.766998,118.210999,120.766998,93.449303,102463
2010-05-28,120.116997,122.848999,119.206001,120.507004,93.248108,1245749
2010-06-01,116.082001,122.069000,116.082001,119.596001,92.543182,38515
2010-06-02,117.774002,130.136993,117.774002,125.452003,97.074547,605941
2010-06-03,124.931999,128.576004,122.588997,123.370003,95.463509,62741
2010-06-04,122.329002,123.500000,118.294998,119.206001,92.241417,80144
2010-06-07,119.725998,119.725998,118.165001,118.165001,91.435890,18012
2010-06-08,117.643997,119.725998,117.123001,117.123001,90.629585,47723
2010-06-09,117.253998,118.165001,116.810997,117.643997,91.032730,384296
2010-06-10,116.082001,117.582001,112.959000,114.000000,88.213013,1298405
2010-06-11,114.521004,116.602997,112.959000,114.911003,88.917938,17854
2010-06-14,115.170998,116.155998,114.521004,115.170998,89.119141,73751
2010-06-15,116.602997,119.335999,114.552002,119.335999,92.342010,233325
2010-06-16,120.507004,120.507004,115.666000,117.514000,90.932137,121009
2010-06-17,119.725998,119.725998,117.123001,117.384003,90.831543,189731
2010-06-18,113.610001,116.992996,113.610001,115.170998,89.119141,160828
2010-06-21,115.170998,121.146004,115.170998,117.253998,90.730949,146482
2010-06-22,118.294998,118.294998,116.211998,117.123001,90.629585,128695
2010-06-23,115.692001,116.384003,114.521004,115.561996,89.421669,263328
2010-06-24,115.692001,116.795998,114.521004,115.561996,89.421669,354098
2010-06-25,117.123001,117.123001,115.821999,115.952003,89.723465,44614
2010-06-28,117.514000,117.514000,114.521004,114.521004,88.616158,17416
2010-06-29,114.651001,116.343002,114.521004,114.521004,88.616158,47150
2010-06-30,114.260002,114.260002,107.233002,110.356003,85.393288,124895
2010-07-01,111.397003,112.307999,109.184998,109.184998,84.487167,52329
2010-07-02,112.698997,112.698997,108.820999,112.307999,86.903748,58776
2010-07-05,107.753998,113.739998,107.753998,112.698997,87.206291,42526
2010-07-06,112.439003,112.724998,109.787003,111.397003,86.198822,43698
2010-07-07,109.445000,111.137001,109.445000,110.356003,85.393288,89189
2010-07-08,111.397003,115.170998,108.794998,115.170998,89.119141,202048
2010-07-09,115.821999,116.082001,111.137001,116.082001,89.824059,81793
2010-07-12,114.521004,117.123001,111.266998,114.260002,88.414200,109231
2010-07-13,111.007004,115.648003,111.007004,115.561996,89.421669,30708
2010-07-14,111.917999,116.211998,111.528000,116.211998,89.924652,68533
2010-07-15,114.521004,116.211998,113.014000,114.521004,88.616158,101220
2010-07-16,114.521004,114.521004,109.706001,110.096001,85.192116,103149
2010-07-19,110.876999,114.322998,109.966003,111.917999,86.601952,62989
2010-07-20,112.959000,113.739998,109.835999,109.835999,84.990913,43141
2010-07-21,113.219002,113.219002,110.356003,111.917999,86.601952,57049
2010-07-22,113.480003,113.480003,108.915001,111.528000,86.300186,39376
2010-07-23,114.129997,114.129997,109.315002,111.917999,86.601952,73561
2010-07-26,108.403999,111.788002,108.403999,111.788002,86.501373,139165
2010-07-27,112.829002,112.849998,108.342003,111.266998,86.098221,37017
2010-07-28,110.876999,113.802002,109.228996,113.480003,87.810631,134896
2010-07-29,111.657997,113.219002,110.876999,111.917999,86.601952,253561
2010-07-30,110.876999,113.480003,109.491997,113.480003,87.810631,152395
2010-08-02,112.959000,114.521004,111.365997,114.390999,88.515572,50245
2010-08-03,114.521004,117.123001,114.260002,115.692001,89.522270,192193
2010-08-04,118.425003,118.425003,115.302002,116.343002,90.026024,55151
2010-08-05,116.082001,117.384003,114.521004,116.602997,90.227203,95080
2010-08-06,115.302002,115.561996,113.480003,115.561996,89.421669,32425
2010-08-09,114.911003,116.343002,114.911003,116.343002,90.026024,26122
2010-08-10,115.041000,116.309998,115.041000,116.082001,89.824059,11254
2010-08-11,113.610001,115.621002,111.917999,111.917999,86.601952,24576
2010-08-12,111.917999,113.947998,111.917999,111.917999,86.601952,19470
2010-08-13,111.917999,115.170998,109.315002,111.917999,86.601952,41072
2010-08-16,111.137001,112.829002,109.315002,109.315002,84.587769,113119
2010-08-17,109.966003,112.959000,108.946999,112.959000,87.407486,65339
2010-08-18,110.486000,112.307999,108.892998,111.528000,86.300186,237763
2010-08-19,112.959000,112.959000,107.612999,108.014000,83.581039,423009
2010-08-20,107.884003,111.917999,107.597000,109.315002,84.587769,24561
2010-08-23,112.959000,115.302002,109.445000,110.356003,85.393288,115146
2010-08-24,112.829002,112.829002,109.315002,109.315002,84.587769,73642
2010-08-25,106.711998,106.711998,100.466003,105.151001,81.365677,897251
2010-08-26,100.596001,105.670998,100.596001,104.629997,80.962517,323760
2010-08-27,105.670998,105.670998,101.507004,105.670998,81.768051,236675
2010-08-31,105.670998,109.706001,103.365997,109.706001,84.890312,788239
2010-09-01,106.711998,107.233002,104.239998,107.233002,82.976715,274633
2010-09-02,103.069000,109.706001,103.069000,109.706001,84.890312,317002
2010-09-03,105.151001,109.445000,100.986000,105.151001,81.365677,734335
2010-09-06,104.110001,106.192001,104.110001,106.192001,82.171188,170495
2010-09-07,104.110001,105.802002,103.287003,104.110001,80.560143,195340
2010-09-08,104.110001,105.670998,104.110001,105.541000,81.667442,180738
2010-09-09,101.766998,108.274002,101.766998,108.274002,83.782242,197672
2010-09-10,107.102997,108.014000,105.411003,106.192001,82.171188,65150
2010-09-13,103.069000,108.248001,103.069000,106.192001,82.171188,205821
2010-09-14,103.588997,107.233002,103.588997,105.411003,81.566849,82889
2010-09-15,105.931999,106.711998,105.151001,105.541000,81.667442,131064
2010-09-16,106.452003,106.452003,105.151001,105.931999,81.970009,141188
2010-09-17,105.802002,106.778000,104.110001,104.110001,80.560143,129534
2010-09-20,104.629997,108.014000,104.629997,106.843002,82.674927,161756
2010-09-21,106.582001,108.143997,105.670998,106.192001,82.171188,67402
2010-09-22,106.192001,108.274002,104.890999,106.711998,82.573563,229602
2010-09-23,102.547997,107.492996,102.547997,107.492996,83.177910,95146
2010-09-24,103.069000,108.274002,103.069000,105.541000,81.667442,192760
2010-09-27,105.280998,108.274002,104.629997,106.973000,82.775536,152234
2010-09-28,106.711998,109.315002,105.151001,107.233002,82.976715,168463
2010-09-29,105.931999,105.931999,104.629997,105.541000,85.661636,26411
2010-09-30,104.629997,106.584000,104.545998,105.541000,85.661636,154162
2010-10-01,107.753998,107.753998,104.110001,104.760002,85.027740,242450
2010-10-04,105.151001,106.711998,104.223999,105.151001,85.345100,46618
2010-10-05,104.110001,107.753998,104.110001,106.711998,86.612068,364805
2010-10-06,107.233002,107.753998,105.670998,107.233002,87.034935,1427092
2010-10-07,106.321999,108.730003,106.192001,106.192001,86.190010,520447
2010-10-08,103.848999,106.711998,103.848999,106.452003,86.401054,518434
2010-10-11,105.151001,107.233002,104.629997,105.411003,85.556122,56990
2010-10-12,105.670998,107.128998,105.670998,106.711998,86.612068,115027
2010-10-13,104.629997,108.143997,104.629997,107.884003,87.563316,134913
2010-10-14,105.670998,107.154999,104.500000,105.280998,85.450607,233039
2010-10-15,103.848999,108.794998,102.678001,108.533997,88.090874,1452081
2010-10-18,106.452003,108.403999,105.670998,106.061996,86.084496,104273
2010-10-19,107.233002,109.315002,106.984001,107.492996,87.245964,153465
2010-10-20,106.192001,111.917999,106.192001,110.225998,89.464180,462053
2010-10-21,110.225998,113.219002,109.738998,111.917999,90.837479,330034
2010-10-22,111.266998,113.417000,111.266998,112.439003,91.260353,69970
2010-10-25,109.445000,118.684998,109.445000,117.384003,95.273926,235799
2010-10-26,119.335999,123.890999,119.206001,123.370003,100.132431,334107
2010-10-27,120.766998,123.629997,120.766998,123.370003,100.132431,208780
2010-10-28,122.329002,123.370003,122.329002,122.848999,99.709564,99424
2010-10-29,122.459000,125.973000,122.092003,125.321999,101.716736,181635
2010-11-01,122.719002,125.973000,122.719002,124.931999,101.400208,133446
2010-11-02,124.931999,126.102997,122.719002,125.321999,101.716736,302183
2010-11-03,124.411003,125.582001,124.069000,125.061996,101.505737,209099
2010-11-04,123.890999,126.492996,123.890999,125.973000,102.245132,527484
2010-11-05,125.452003,126.559998,124.931999,125.712997,102.034103,191458
2010-11-08,125.973000,128.445007,125.192001,126.233002,102.456154,43594
2010-11-09,126.492996,127.887001,124.021004,125.452003,101.822258,338973
2010-11-10,124.411003,127.304001,123.890999,125.712997,102.034103,177855
2010-11-11,124.670998,128.445007,124.670998,128.445007,104.251511,85444
2010-11-12,127.403999,128.910004,125.858002,128.054993,103.934967,126803
2010-11-15,126.492996,128.447006,125.192001,128.315002,104.146004,199292
2010-11-16,126.492996,127.403999,125.192001,125.712997,102.034103,196790
2010-11-17,127.533997,128.679001,125.712997,127.533997,103.512093,68416
2010-11-18,128.315002,129.617004,127.014000,128.054993,103.934967,97993
2010-11-19,127.533997,129.617004,127.533997,128.184998,104.040489,96759
2010-11-22,129.876999,133.259995,128.660995,133.259995,108.159576,98825
2010-11-23,131.177994,134.822006,131.177994,133.391006,108.265900,332192
2010-11-24,134.302002,134.302002,133.259995,133.520996,108.371414,172441
2010-11-25,135.343002,135.343002,131.699005,133.391006,108.265900,28403
2010-11-26,134.041000,134.041000,132.218994,133.259995,108.159576,83425
2010-11-29,133.520996,135.343002,132.376007,134.302002,109.005302,124816
2010-11-30,133.520996,135.343002,131.569000,135.343002,109.850220,331767
2010-12-01,131.177994,136.643997,131.177994,136.643997,110.906166,375790
2010-12-02,135.343002,140.028000,135.343002,140.028000,113.652771,137928
2010-12-03,139.507004,147.966003,137.294998,147.966003,120.095581,381886
2010-12-06,147.835999,153.302002,145.753998,150.959000,122.524841,546654
2010-12-07,148.356003,155.123993,148.356003,155.123993,125.905350,1046269
2010-12-08,154.992996,155.643997,150.985001,155.643997,126.327385,340886
2010-12-09,155.384003,155.669998,153.151001,155.384003,126.116364,311060
2010-12-10,155.123993,158.246994,154.910004,157.987000,128.229095,209514
2010-12-13,156.033997,159.677994,156.033997,159.677994,129.601578,44073
2010-12-14,157.987000,160.069000,155.320007,160.069000,129.918930,357194
2010-12-15,159.158005,159.158005,156.815002,159.028000,129.073975,411817
2010-12-16,159.028000,160.069000,156.164993,160.069000,129.918930,178054
2010-12-17,158.766998,160.718994,158.766998,160.328995,130.129929,233538
2010-12-20,158.766998,160.770996,158.684006,160.328995,130.129929,159318
2010-12-21,159.287994,163.973007,159.287994,163.061996,132.348175,173198
2010-12-22,162.020996,162.020996,160.328995,160.589005,130.340958,151325
2010-12-23,159.807999,160.328995,158.766998,159.807999,129.707092,86586
2010-12-24,159.054001,160.955002,158.897003,159.158005,129.179489,4084
2010-12-29,161.630005,162.541000,159.287994,160.718994,130.446472,69899
2010-12-30,161.110001,161.240005,159.041000,159.938995,129.813416,26975
2010-12-31,159.807999,162.281006,159.740005,160.328995,130.129929,24034
2011-01-04,162.541000,162.932007,160.199005,162.932007,132.242661,176564
2011-01-05,161.891006,167.487000,160.876007,167.487000,135.939667,573758
2011-01-06,164.492996,173.992996,164.492996,173.602997,140.903687,806236
2011-01-07,171.261002,172.561996,168.983002,171.781006,139.424896,339296
2011-01-10,171.781006,174.005997,165.533997,170.218994,138.157074,466873
2011-01-11,170.740005,171.132004,168.658005,170.740005,138.579941,181708
2011-01-12,171.781006,171.781006,168.136993,168.136993,136.467239,101330
2011-01-13,171.261002,171.261002,164.233002,164.233002,133.298599,341374
2011-01-14,163.973007,165.404007,157.205994,157.205994,127.595177,196009
2011-01-17,157.205994,157.304001,147.315002,154.602997,125.482452,364748
2011-01-18,154.343002,154.442993,150.959000,152.259995,123.580811,276481
2011-01-19,150.959000,151.740005,142.110001,146.794998,119.145172,2024952
2011-01-20,145.102997,146.794998,144.451996,146.794998,119.145172,532982
2011-01-21,149.787994,150.307999,146.753006,148.876999,120.835007,92746
2011-01-24,150.828995,151.479996,149.787994,150.438995,122.102798,180915
2011-01-25,149.528000,152.000000,149.528000,149.917999,121.679939,43977
2011-01-26,149.266998,154.212997,149.266998,153.951996,124.954086,241366
2011-01-27,126.753998,134.692001,114.000000,124.931999,101.400208,4784573
2011-01-28,123.890999,124.670998,118.294998,119.725998,97.174789,1249023
2011-01-31,119.856003,121.678001,116.862999,117.253998,95.168419,434797
2011-02-01,118.425003,120.376999,114.521004,119.725998,97.174789,285652
2011-02-02,120.116997,120.116997,114.521004,115.561996,93.795090,390536
2011-02-03,116.602997,127.014000,116.602997,126.102997,102.350647,1643174
2011-02-04,126.362999,130.136993,126.233002,129.095993,104.779892,274232
2011-02-07,127.665001,129.746994,127.446999,128.054993,103.934967,154374
2011-02-08,126.233002,128.835999,126.233002,128.835999,104.568871,112393
2011-02-09,127.403999,130.007004,127.094002,127.925003,103.829460,124075
2011-02-10,126.623001,127.533997,119.856003,120.897003,98.125229,704635
2011-02-11,121.157997,124.931999,121.157997,124.802002,101.294708,217951
2011-02-14,130.007004,130.007004,120.766998,127.274002,103.301086,917866
2011-02-15,125.582001,127.014000,122.459000,124.411003,100.977341,86463
2011-02-16,124.021004,124.931999,121.547997,124.931999,101.400208,330188
2011-02-17,123.500000,125.973000,122.069000,124.670998,101.188377,150213
2011-02-18,121.807999,123.110001,121.417999,122.329002,99.287506,54660
2011-02-21,120.766998,124.670998,120.766998,122.848999,99.709564,67986
2011-02-22,122.329002,123.370003,121.288002,123.370003,100.132431,178323
2011-02-23,121.807999,124.802002,121.678001,123.239998,100.026901,214750
2011-02-24,125.712997,126.233002,121.678001,122.848999,99.709564,239353
2011-02-25,124.802002,127.014000,121.939003,125.192001,101.611237,83448
2011-02-28,120.766998,122.719002,119.466003,119.725998,97.174789,324755
2011-03-01,122.198997,122.198997,117.833000,119.725998,97.174789,265618
2011-03-02,117.123001,122.069000,116.623001,121.939003,98.970963,385195
2011-03-03,120.766998,122.848999,120.766998,122.329002,99.287506,75301
2011-03-04,122.848999,126.362999,122.848999,125.712997,102.034103,113699
2011-03-07,127.143997,127.377998,122.028999,127.274002,103.301086,58846
2011-03-08,125.843002,128.315002,123.318001,128.054993,103.934967,95678
2011-03-09,124.802002,126.492996,123.239998,125.973000,102.245132,554246
2011-03-10,127.014000,127.014000,124.280998,125.843002,102.139626,757879
2011-03-11,127.014000,128.835999,125.061996,125.061996,101.505737,358330
2011-03-14,125.973000,125.973000,121.417999,121.807999,98.864639,529779
2011-03-15,118.684998,120.116997,117.123001,117.123001,95.062096,309433
2011-03-16,118.815002,122.329002,118.294998,120.247002,97.597672,133959
2011-03-17,119.075996,121.939003,119.075996,119.856003,97.280312,33580
2011-03-18,117.774002,123.370003,117.774002,122.329002,99.287506,158886
2011-03-21,123.370003,124.931999,117.253998,120.766998,98.019707,130090
2011-03-22,117.123001,130.658005,110.747002,130.658005,106.047684,449873
2011-03-23,128.705994,132.740005,126.259003,132.740005,107.737534,496278
2011-03-24,128.054993,132.740005,128.054993,132.610001,107.631996,130605
2011-03-25,131.438995,133.910995,130.587006,133.259995,108.159576,261295
2011-03-28,134.561996,134.561996,132.007004,133.781006,108.582443,100459
2011-03-29,132.218994,141.589005,132.218994,141.589005,114.919746,298249
2011-03-30,134.822006,141.328995,134.822006,141.328995,114.708702,227821
2011-03-31,136.904007,141.589005,135.992996,137.945007,111.962135,274829
2011-04-01,136.643997,138.335999,134.432007,136.774002,111.011696,598336
2011-04-04,135.343002,138.466003,134.302002,136.643997,110.906166,452742
2011-04-05,135.343002,136.253998,132.740005,133.651001,108.476952,496628
2011-04-06,132.740005,134.041000,132.740005,134.041000,108.793465,70854
2011-04-07,134.041000,134.041000,132.610001,132.740005,107.737534,217699
2011-04-08,132.218994,135.212997,132.218994,132.869995,107.843025,139728
2011-04-11,132.740005,135.473007,130.787994,131.177994,106.469734,114923
2011-04-12,130.136993,130.787994,125.973000,127.143997,103.195572,2294698
2011-04-13,129.095993,129.356003,126.723000,128.576004,104.357841,317517
2011-04-14,129.746994,130.136993,126.753998,127.533997,103.512093,74099
2011-04-15,128.705994,128.705994,124.411003,125.582001,101.927780,316015
2011-04-18,124.151001,127.860001,124.151001,127.274002,103.301086,140075
2011-04-19,126.233002,126.492996,124.411003,124.931999,101.400208,114867
2011-04-20,124.021004,126.233002,123.890999,125.843002,102.139626,169975
2011-04-21,127.403999,127.403999,124.280998,124.931999,101.400208,117328
2011-04-26,124.021004,127.533997,124.021004,124.931999,101.400208,52256
2011-04-27,126.233002,127.533997,125.452003,126.492996,102.667183,114806
2011-04-28,126.362999,129.095993,125.192001,128.184998,104.040489,65312
2011-04-29,null,null,null,null,null,null
2011-05-03,130.658005,130.658005,127.274002,128.315002,104.146004,204984
2011-05-04,125.973000,131.177994,125.452003,126.884003,102.984535,349172
2011-05-05,125.973000,127.143997,125.973000,126.623001,102.772690,86762
2011-05-06,125.452003,129.485992,125.452003,127.533997,103.512093,210228
2011-05-09,128.576004,128.705994,126.884003,128.315002,104.146004,165112
2011-05-10,126.623001,128.835999,126.492996,127.794998,103.723938,280771
2011-05-11,126.492996,130.658005,126.492996,127.794998,103.723938,84993
2011-05-12,127.533997,128.576004,127.533997,128.576004,104.357841,79366
2011-05-13,130.136993,131.048004,128.576004,129.746994,105.308281,68284
2011-05-16,129.746994,130.136993,127.533997,129.617004,105.202759,83844
2011-05-17,127.925003,129.485992,125.973000,128.054993,103.934967,348167
2011-05-18,122.588997,125.712997,122.588997,125.582001,103.957314,164455
2011-05-19,124.411003,127.533997,124.411003,127.533997,105.573189,911356
2011-05-20,127.533997,127.533997,124.254997,126.884003,105.035126,85546
2011-05-23,122.588997,126.102997,122.588997,125.973000,104.280991,209831
2011-05-24,125.712997,125.712997,122.588997,124.802002,103.311638,515954
2011-05-25,122.588997,123.890999,122.588997,123.629997,102.341438,29911
2011-05-26,123.500000,126.753998,122.198997,122.848999,101.694931,47442
2011-05-27,125.452003,125.452003,122.980003,124.931999,103.419243,94577
2011-05-31,123.890999,130.136993,123.890999,130.136993,107.727966,126728
2011-06-01,128.054993,128.835999,124.931999,125.973000,104.280991,99395
2011-06-02,124.931999,125.973000,124.931999,124.931999,103.419243,174164
2011-06-03,126.492996,126.753998,124.931999,125.452003,103.849709,120342
2011-06-06,125.712997,128.054993,123.110001,123.110001,101.910988,32831
2011-06-07,124.931999,125.321999,120.766998,122.459000,101.372093,123245
2011-06-08,121.288002,123.370003,121.288002,122.329002,101.264465,90093
2011-06-09,124.670998,124.670998,120.507004,122.329002,101.264465,82530
2011-06-10,122.329002,122.329002,119.206001,119.725998,99.109703,196293
2011-06-13,122.459000,125.061996,119.482002,120.897003,100.079063,106276
2011-06-14,119.856003,121.288002,117.774002,117.774002,97.493828,110166
2011-06-15,122.588997,122.588997,117.643997,117.643997,97.386208,74694
2011-06-16,117.903999,119.138000,115.692001,118.425003,98.032738,205875
2011-06-17,117.774002,119.725998,109.835999,109.835999,90.922714,548984
2011-06-20,114.780998,118.425003,111.397003,114.521004,94.800980,166006
2011-06-21,116.862999,119.206001,115.821999,118.165001,97.817490,61237
2011-06-22,116.862999,118.555000,116.343002,117.123001,96.954933,55597
2011-06-23,115.041000,117.903999,115.041000,115.692001,95.770348,9102
2011-06-24,112.569000,118.555000,112.569000,117.253998,97.063377,60905
2011-06-27,117.123001,117.253998,114.521004,115.821999,95.877953,1240923
2011-06-28,112.698997,115.302002,112.698997,114.651001,94.908592,755422
2011-06-29,114.651001,115.041000,112.716003,114.780998,95.016205,468644
2011-06-30,115.170998,116.211998,113.088997,113.088997,93.615555,354981
2011-07-01,115.952003,118.425003,114.521004,117.253998,97.063377,628881
2011-07-04,115.952003,120.116997,115.952003,119.075996,98.571617,48067
2011-07-05,117.514000,122.586998,117.384003,121.028000,100.187492,64726
2011-07-06,125.452003,125.452003,118.165001,122.329002,101.264465,113348
2011-07-07,120.376999,125.843002,116.862999,125.452003,103.849709,136760
2011-07-08,122.198997,123.760002,118.815002,119.206001,98.679245,103717
2011-07-11,119.206001,122.459000,117.123001,122.459000,101.372093,69596
2011-07-12,114.651001,121.288002,114.651001,121.288002,100.402733,94825
2011-07-13,121.678001,122.329002,117.774002,122.329002,101.264465,54838
2011-07-14,117.123001,121.157997,117.123001,118.684998,98.247948,141099
2011-07-15,116.473000,117.123001,112.698997,112.959000,93.507950,163435
2011-07-18,112.959000,112.959000,110.935997,111.917999,92.646210,170731
2011-07-19,110.616997,113.431999,110.616997,111.917999,92.646210,172026
2011-07-20,111.917999,111.917999,110.891998,111.137001,91.999687,170186
2011-07-21,110.356003,110.356003,108.274002,109.574997,90.706657,130839
2011-07-22,109.315002,110.433998,108.794998,108.794998,90.060974,29634
2011-07-25,107.753998,108.533997,104.239998,108.143997,89.522057,97455
2011-07-26,107.233002,107.623001,105.234001,106.711998,88.336647,404564
2011-07-27,106.582001,106.711998,104.583000,106.321999,88.013809,197734
2011-07-28,105.021004,105.021004,102.417999,104.110001,86.182709,133578
2011-07-29,104.370003,105.151001,101.766998,103.069000,85.320953,381740
